Time:2017-01-29 21:27:09:012-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-01-29 21:27:55:469-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2017-01-29 21:27:58:535-Trace>>OnEntitySyncQueue execute count:1, success:0/total 2, fail:1 start...


Time:2017-01-29 21:28:01:379-Trace>>OnEntitySyncQueue execute count:1, success:0/total 9, fail:2 start...


Time:2017-01-29 21:28:01:486-Trace>>OnEntitySyncQueue execute count:1, success:0/total 11, fail:3 start...


Time:2017-01-29 21:28:04:002-Trace>>OnEntitySyncQueue execute count:1, success:0/total 50, fail:4 start...


Time:2017-01-29 21:28:04:113-Trace>>OnEntitySyncQueue execute count:1, success:0/total 63, fail:5 start...


Time:2017-01-29 21:29:37:939-Trace>>OnEntitySyncQueue execute count:1, success:0/total 64, fail:6 start...


Time:2017-01-29 21:29:40:892-Trace>>OnEntitySyncQueue execute count:1, success:0/total 65, fail:7 start...


Time:2017-01-29 21:29:50:300-Trace>>OnEntitySyncQueue execute count:1, success:0/total 72, fail:8 start...


Time:2017-01-29 21:29:50:407-Trace>>OnEntitySyncQueue execute count:1, success:0/total 74, fail:9 start...


Time:2017-01-29 21:29:52:925-Trace>>OnEntitySyncQueue execute count:1, success:0/total 113, fail:10 start...


Time:2017-01-29 21:29:53:034-Trace>>OnEntitySyncQueue execute count:1, success:0/total 126, fail:11 start...


Time:2017-01-29 21:29:54:130-Trace>>OnEntitySyncQueue execute count:1, success:0/total 127, fail:12 start...


Time:2017-01-29 21:33:36:019-Trace>>OnEntitySyncQueue execute count:1, success:0/total 128, fail:13 start...


Time:2017-01-29 21:33:38:427-Trace>>OnEntitySyncQueue execute count:1, success:0/total 129, fail:14 start...


Time:2017-01-29 21:33:40:611-Trace>>OnEntitySyncQueue execute count:1, success:0/total 138, fail:15 start...


Time:2017-01-29 21:33:43:237-Trace>>OnEntitySyncQueue execute count:1, success:0/total 177, fail:16 start...


Time:2017-01-29 21:33:43:344-Trace>>OnEntitySyncQueue execute count:1, success:0/total 190, fail:17 start...


Time:2017-01-29 21:33:44:331-Trace>>OnEntitySyncQueue execute count:1, success:0/total 191, fail:18 start...


Time:2017-01-29 21:37:03:826-Trace>>OnEntitySyncQueue execute count:1, success:0/total 192, fail:19 start...


Time:2017-01-29 21:37:07:223-Trace>>OnEntitySyncQueue execute count:1, success:0/total 193, fail:20 start...


Time:2017-01-29 21:37:15:422-Trace>>OnEntitySyncQueue execute count:1, success:0/total 202, fail:21 start...


Time:2017-01-29 21:37:18:046-Trace>>OnEntitySyncQueue execute count:1, success:0/total 241, fail:22 start...


Time:2017-01-29 21:37:18:161-Trace>>OnEntitySyncQueue execute count:1, success:0/total 254, fail:23 start...


Time:2017-01-29 21:37:19:251-Trace>>OnEntitySyncQueue execute count:1, success:0/total 255, fail:24 start...


Time:2017-01-29 21:41:03:769-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-01-29 21:41:24:108-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


