Time:2017-01-30 23:10:17:334-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-01-30 23:10:53:268-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2017-01-30 23:10:56:222-Trace>>OnEntitySyncQueue execute count:1, success:0/total 2, fail:1 start...


Time:2017-01-30 23:10:58:626-Trace>>OnEntitySyncQueue execute count:1, success:0/total 11, fail:2 start...


Time:2017-01-30 23:11:01:251-Trace>>OnEntitySyncQueue execute count:1, success:0/total 50, fail:3 start...


Time:2017-01-30 23:11:01:360-Trace>>OnEntitySyncQueue execute count:1, success:0/total 63, fail:4 start...


Time:2017-01-30 23:11:02:341-Trace>>OnEntitySyncQueue execute count:1, success:0/total 64, fail:5 start...


Time:2017-01-30 23:11:10:767-Trace>>OnEntitySyncQueue execute count:1, success:0/total 73, fail:6 start...


Time:2017-01-30 23:11:21:030-Trace>>OnEntitySyncQueue execute count:1, success:0/total 76, fail:7 start...


Time:2017-01-30 23:11:21:144-Trace>>OnEntitySyncQueue execute count:1, success:0/total 77, fail:8 start...


Time:2017-01-30 23:16:30:091-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-01-30 23:17:04:046-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2017-01-30 23:17:06:781-Trace>>OnEntitySyncQueue execute count:1, success:0/total 2, fail:1 start...


Time:2017-01-30 23:17:19:341-Trace>>OnEntitySyncQueue execute count:1, success:0/total 11, fail:2 start...


Time:2017-01-30 23:17:21:968-Trace>>OnEntitySyncQueue execute count:1, success:0/total 50, fail:3 start...


Time:2017-01-30 23:17:22:193-Trace>>OnEntitySyncQueue execute count:1, success:0/total 63, fail:4 start...


Time:2017-01-30 23:17:23:171-Trace>>OnEntitySyncQueue execute count:1, success:0/total 64, fail:5 start...


Time:2017-01-30 23:17:25:565-Trace>>OnEntitySyncQueue execute count:1, success:0/total 70, fail:6 start...


Time:2017-01-30 23:17:28:627-Trace>>OnEntitySyncQueue execute count:1, success:0/total 73, fail:7 start...


Time:2017-01-30 23:17:30:156-Trace>>OnEntitySyncQueue execute count:1, success:0/total 76, fail:8 start...


Time:2017-01-30 23:17:45:801-Trace>>OnEntitySyncQueue execute count:1, success:0/total 79, fail:9 start...


Time:2017-01-30 23:17:49:739-Trace>>OnEntitySyncQueue execute count:1, success:0/total 82, fail:10 start...


Time:2017-01-30 23:17:49:847-Trace>>OnEntitySyncQueue execute count:1, success:0/total 83, fail:11 start...


Time:2017-01-30 23:18:00:127-Trace>>OnEntitySyncQueue execute count:1, success:0/total 89, fail:12 start...


Time:2017-01-30 23:18:07:785-Trace>>OnEntitySyncQueue execute count:1, success:0/total 92, fail:13 start...


Time:2017-01-30 23:18:11:613-Trace>>OnEntitySyncQueue execute count:1, success:0/total 96, fail:14 start...


Time:2017-01-30 23:18:16:114-Trace>>OnEntitySyncQueue execute count:1, success:0/total 99, fail:15 start...


Time:2017-01-30 23:18:16:223-Trace>>OnEntitySyncQueue execute count:1, success:0/total 105, fail:16 start...


