Time:2017-03-05 10:46:12:449-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-03-05 10:47:10:832-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2017-03-05 10:47:13:126-Trace>>OnEntitySyncQueue execute count:1, success:0/total 2, fail:1 start...


Time:2017-03-05 10:47:15:752-Trace>>OnEntitySyncQueue execute count:1, success:0/total 11, fail:2 start...


Time:2017-03-05 10:47:19:467-Trace>>OnEntitySyncQueue execute count:1, success:0/total 12, fail:3 start...


Time:2017-03-05 10:47:19:582-Trace>>OnEntitySyncQueue execute count:1, success:0/total 14, fail:4 start...


Time:2017-03-05 10:47:19:693-Trace>>OnEntitySyncQueue execute count:1, success:0/total 16, fail:5 start...


Time:2017-03-05 10:47:19:800-Trace>>OnEntitySyncQueue execute count:1, success:0/total 17, fail:6 start...


Time:2017-03-05 10:47:19:909-Trace>>OnEntitySyncQueue execute count:1, success:0/total 19, fail:7 start...


Time:2017-03-05 10:47:20:018-Trace>>OnEntitySyncQueue execute count:1, success:0/total 22, fail:8 start...


Time:2017-03-05 10:47:20:125-Trace>>OnEntitySyncQueue execute count:1, success:0/total 24, fail:9 start...


Time:2017-03-05 10:47:21:771-Trace>>OnEntitySyncQueue execute count:1, success:0/total 25, fail:10 start...


Time:2017-03-05 10:55:11:218-Trace>>OnEntitySyncQueue execute count:1, success:0/total 26, fail:11 start...


Time:2017-03-05 10:55:13:409-Trace>>OnEntitySyncQueue execute count:1, success:0/total 27, fail:12 start...


Time:2017-03-05 10:55:15:814-Trace>>OnEntitySyncQueue execute count:1, success:0/total 36, fail:13 start...


Time:2017-03-05 10:55:19:440-Trace>>OnEntitySyncQueue execute count:1, success:0/total 39, fail:14 start...


Time:2017-03-05 10:55:19:549-Trace>>OnEntitySyncQueue execute count:1, success:0/total 40, fail:15 start...


Time:2017-03-05 10:55:19:657-Trace>>OnEntitySyncQueue execute count:1, success:0/total 42, fail:16 start...


Time:2017-03-05 10:55:19:765-Trace>>OnEntitySyncQueue execute count:1, success:0/total 44, fail:17 start...


Time:2017-03-05 10:55:19:881-Trace>>OnEntitySyncQueue execute count:1, success:0/total 47, fail:18 start...


Time:2017-03-05 10:55:19:988-Trace>>OnEntitySyncQueue execute count:1, success:0/total 49, fail:19 start...


Time:2017-03-05 10:56:54:810-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-03-05 10:57:09:173-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2017-03-05 10:57:11:799-Trace>>OnEntitySyncQueue execute count:1, success:0/total 2, fail:1 start...


Time:2017-03-05 10:57:14:533-Trace>>OnEntitySyncQueue execute count:1, success:0/total 11, fail:2 start...


Time:2017-03-05 10:57:18:255-Trace>>OnEntitySyncQueue execute count:1, success:0/total 12, fail:3 start...


Time:2017-03-05 10:57:18:362-Trace>>OnEntitySyncQueue execute count:1, success:0/total 14, fail:4 start...


Time:2017-03-05 10:57:18:472-Trace>>OnEntitySyncQueue execute count:1, success:0/total 15, fail:5 start...


Time:2017-03-05 10:57:18:579-Trace>>OnEntitySyncQueue execute count:1, success:0/total 17, fail:6 start...


Time:2017-03-05 10:57:18:687-Trace>>OnEntitySyncQueue execute count:1, success:0/total 19, fail:7 start...


Time:2017-03-05 10:57:18:803-Trace>>OnEntitySyncQueue execute count:1, success:0/total 21, fail:8 start...


Time:2017-03-05 10:57:18:910-Trace>>OnEntitySyncQueue execute count:1, success:0/total 24, fail:9 start...


Time:2017-03-05 10:57:37:085-Trace>>Db connection not found provider type, OraAspNetConString connectionString:


Time:2017-03-05 10:58:00:171-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2017-03-05 10:58:02:469-Trace>>OnEntitySyncQueue execute count:1, success:0/total 2, fail:1 start...


Time:2017-03-05 10:58:04:880-Trace>>OnEntitySyncQueue execute count:1, success:0/total 4, fail:2 start...


Time:2017-03-05 10:58:04:988-Trace>>OnEntitySyncQueue execute count:1, success:0/total 11, fail:3 start...


Time:2017-03-05 10:58:08:598-Trace>>OnEntitySyncQueue execute count:1, success:0/total 12, fail:4 start...


Time:2017-03-05 10:58:08:705-Trace>>OnEntitySyncQueue execute count:1, success:0/total 14, fail:5 start...


Time:2017-03-05 10:58:08:814-Trace>>OnEntitySyncQueue execute count:1, success:0/total 16, fail:6 start...


Time:2017-03-05 10:58:08:922-Trace>>OnEntitySyncQueue execute count:1, success:0/total 18, fail:7 start...


Time:2017-03-05 10:58:09:036-Trace>>OnEntitySyncQueue execute count:1, success:0/total 20, fail:8 start...


Time:2017-03-05 10:58:09:145-Trace>>OnEntitySyncQueue execute count:1, success:0/total 22, fail:9 start...


Time:2017-03-05 10:58:09:254-Trace>>OnEntitySyncQueue execute count:1, success:0/total 24, fail:10 start...


Time:2017-03-05 10:58:10:781-Trace>>OnEntitySyncQueue execute count:1, success:0/total 25, fail:11 start...


