Time:2017-01-27 11:26:51:240-Redis write queue start init...


Time:2017-01-27 11:26:51:244-Sql wait write queue start init...


Time:2017-01-27 11:26:51:245-Sql write queue start init...


Time:2017-01-27 11:26:51:702-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:26:51:993-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:27:51:703-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:27:51:999-Trace>>Socket connect status: TotalCount=1, CurrentCount=1, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:28:51:704-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:28:51:999-Trace>>Socket connect status: TotalCount=4, CurrentCount=4, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:40:09:863-Redis write queue start init...


Time:2017-01-27 11:40:09:866-Sql wait write queue start init...


Time:2017-01-27 11:40:09:869-Sql write queue start init...


Time:2017-01-27 11:40:10:335-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:40:10:613-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:41:10:345-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:41:10:614-Trace>>Socket connect status: TotalCount=4, CurrentCount=2, CloseCount=2, RejectedCount=0


Time:2017-01-27 11:42:10:349-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:42:10:624-Trace>>Socket connect status: TotalCount=6, CurrentCount=4, CloseCount=2, RejectedCount=0


Time:2017-01-27 11:43:10:359-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:43:10:625-Trace>>Socket connect status: TotalCount=6, CurrentCount=4, CloseCount=2, RejectedCount=0


Time:2017-01-27 11:44:10:359-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:44:10:639-Trace>>Socket connect status: TotalCount=6, CurrentCount=4, CloseCount=2, RejectedCount=0


Time:2017-01-27 11:45:10:361-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:45:10:643-Trace>>Socket connect status: TotalCount=6, CurrentCount=4, CloseCount=2, RejectedCount=0


Time:2017-01-27 11:46:10:362-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-01-27 11:46:10:643-Trace>>Socket connect status: TotalCount=6, CurrentCount=4, CloseCount=2, RejectedCount=0


Time:2017-01-27 11:47:10:362-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


