Time:2017-03-06 21:00:36:764-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:00:37:000-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:01:36:765-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:01:37:001-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:02:36:767-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:02:37:001-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:03:36:781-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:03:37:005-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:04:36:781-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:04:37:016-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:05:36:782-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:05:37:016-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:06:36:783-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:06:37:017-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:07:36:798-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:07:37:018-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:08:36:812-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:08:37:018-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:09:36:813-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:09:37:030-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:10:36:814-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:10:37:031-Trace>>Socket connect status: TotalCount=25, CurrentCount=1, CloseCount=24, RejectedCount=0


Time:2017-03-06 21:11:36:827-Trace>>Socket connect status: TotalCount=0, CurrentCount=0, CloseCount=0, RejectedCount=0


Time:2017-03-06 21:11:37:045-Trace>>Socket connect status: TotalCount=25, CurrentCount=0, CloseCount=25, RejectedCount=0


